0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,3_answers,3_clear_goals,3_course_name,3_course_rate,3_course_requirements,3_dept,3_feedback,3_hrs_week,3_level,3_num,3_prof_interest,3_respect,3_semester,3_semester_int,3_students,3_subject_importance,3_subject_matter,3_teaching_rate,3_year,4_answers,4_clear_goals,4_course_name,4_course_rate,4_course_requirements,4_dept,4_feedback,4_hrs_week,4_level,4_num,4_prof_interest,4_respect,4_semester,4_semester_int,4_students,4_subject_importance,4_subject_matter,4_teaching_rate,4_year
258,3.866317829457364,MODERN BIOLOGY,3.5660077519379842,3.9051162790697673,BSC,3.5699612403100773,7.968565891472868,Undergraduate,03121,3.892906976744186,4.4073643410852705,Fall,9,374,3.8855038759689924,3.8231782945736437,3.703565891472868,2016,14,4.574285714285714,MODERN BIOLOGY,4.572857142857144,4.6450000000000005,BSC,4.574285714285714,11.570714285714287,Undergraduate,03121,4.714999999999999,4.717142857142856,Summer,5,14,4.4314285714285715,4.714999999999999,4.573571428571428,2016,188,3.57,MODERN BIOLOGY,3.27,3.69,BSC,3.285,7.01,Undergraduate,03121,4.075,4.449999999999999,Spring,1,300,3.805,3.43,3.3800000000000003,2016,264,3.8100000000000005,MODERN BIOLOGY,3.59,3.9149999999999996,BSC,3.6499999999999995,7.49,Undergraduate,03121,3.985,4.375,Fall,9,346,3.7599999999999993,3.5799999999999996,3.59,2015,29,4.789999999999999,MODERN BIOLOGY,4.669310344827586,4.792758620689655,BSC,4.652758620689656,12.547931034482758,Undergraduate,03121,4.932413793103449,4.966206896551723,Summer,5,29,4.652758620689656,4.657586206896552,4.635862068965517,2015
138,3.4400000000000004,MODERN BIOLOGY,3.165,3.515,BSC,3.215,7.755000000000001,Undergraduate,03121,3.96,4.23,Spring,1,244,3.855,3.3099999999999996,3.3150000000000004,2017,258,3.866317829457364,MODERN BIOLOGY,3.5660077519379842,3.9051162790697673,BSC,3.5699612403100773,7.968565891472868,Undergraduate,03121,3.892906976744186,4.4073643410852705,Fall,9,374,3.8855038759689924,3.8231782945736437,3.703565891472868,2016,14,4.574285714285714,MODERN BIOLOGY,4.572857142857144,4.6450000000000005,BSC,4.574285714285714,11.570714285714287,Undergraduate,03121,4.714999999999999,4.717142857142856,Summer,5,14,4.4314285714285715,4.714999999999999,4.573571428571428,2016,188,3.57,MODERN BIOLOGY,3.27,3.69,BSC,3.285,7.01,Undergraduate,03121,4.075,4.449999999999999,Spring,1,300,3.805,3.43,3.3800000000000003,2016,264,3.8100000000000005,MODERN BIOLOGY,3.59,3.9149999999999996,BSC,3.6499999999999995,7.49,Undergraduate,03121,3.985,4.375,Fall,9,346,3.7599999999999993,3.5799999999999996,3.59,2015
14,4.574285714285714,MODERN BIOLOGY,4.572857142857144,4.6450000000000005,BSC,4.574285714285714,11.570714285714287,Undergraduate,03121,4.714999999999999,4.717142857142856,Summer,5,14,4.4314285714285715,4.714999999999999,4.573571428571428,2016,188,3.57,MODERN BIOLOGY,3.27,3.69,BSC,3.285,7.01,Undergraduate,03121,4.075,4.449999999999999,Spring,1,300,3.805,3.43,3.3800000000000003,2016,264,3.8100000000000005,MODERN BIOLOGY,3.59,3.9149999999999996,BSC,3.6499999999999995,7.49,Undergraduate,03121,3.985,4.375,Fall,9,346,3.7599999999999993,3.5799999999999996,3.59,2015,29,4.789999999999999,MODERN BIOLOGY,4.669310344827586,4.792758620689655,BSC,4.652758620689656,12.547931034482758,Undergraduate,03121,4.932413793103449,4.966206896551723,Summer,5,29,4.652758620689656,4.657586206896552,4.635862068965517,2015,140,2.945,MODERN BIOLOGY,2.665,2.9949999999999997,BSC,2.75,7.559999999999999,Undergraduate,03121,3.53,3.960000000000001,Spring,1,262,3.475,2.775,2.7150000000000003,2015
173,4.329190751445087,MODERN BIOLOGY,4.028034682080924,4.325895953757225,BSC,4.137398843930636,7.043757225433527,Undergraduate,03121,4.432080924855492,4.660982658959537,Fall,9,241,4.310462427745665,4.265664739884393,4.161965317919075,2017,20,4.4465,MODERN BIOLOGY,4.346,4.4955,BSC,4.351999999999999,11.5625,Undergraduate,03121,4.4465,4.8015,Summer,5,21,4.602500000000001,4.547499999999999,4.346,2017,138,3.4400000000000004,MODERN BIOLOGY,3.165,3.515,BSC,3.215,7.755000000000001,Undergraduate,03121,3.96,4.23,Spring,1,244,3.855,3.3099999999999996,3.3150000000000004,2017,258,3.866317829457364,MODERN BIOLOGY,3.5660077519379842,3.9051162790697673,BSC,3.5699612403100773,7.968565891472868,Undergraduate,03121,3.892906976744186,4.4073643410852705,Fall,9,374,3.8855038759689924,3.8231782945736437,3.703565891472868,2016,14,4.574285714285714,MODERN BIOLOGY,4.572857142857144,4.6450000000000005,BSC,4.574285714285714,11.570714285714287,Undergraduate,03121,4.714999999999999,4.717142857142856,Summer,5,14,4.4314285714285715,4.714999999999999,4.573571428571428,2016
20,4.4465,MODERN BIOLOGY,4.346,4.4955,BSC,4.351999999999999,11.5625,Undergraduate,03121,4.4465,4.8015,Summer,5,21,4.602500000000001,4.547499999999999,4.346,2017,138,3.4400000000000004,MODERN BIOLOGY,3.165,3.515,BSC,3.215,7.755000000000001,Undergraduate,03121,3.96,4.23,Spring,1,244,3.855,3.3099999999999996,3.3150000000000004,2017,258,3.866317829457364,MODERN BIOLOGY,3.5660077519379842,3.9051162790697673,BSC,3.5699612403100773,7.968565891472868,Undergraduate,03121,3.892906976744186,4.4073643410852705,Fall,9,374,3.8855038759689924,3.8231782945736437,3.703565891472868,2016,14,4.574285714285714,MODERN BIOLOGY,4.572857142857144,4.6450000000000005,BSC,4.574285714285714,11.570714285714287,Undergraduate,03121,4.714999999999999,4.717142857142856,Summer,5,14,4.4314285714285715,4.714999999999999,4.573571428571428,2016,188,3.57,MODERN BIOLOGY,3.27,3.69,BSC,3.285,7.01,Undergraduate,03121,4.075,4.449999999999999,Spring,1,300,3.805,3.43,3.3800000000000003,2016
5,4.2,MODERN BIOLOGY LAB,4.2,4.0,BSC,4.2,8.0,Undergraduate,03124,4.0,3.8,Fall,9,15,4.2,4.0,4.0,2014,2,4.5,MODERN BIOLOGY LAB,5.0,4.5,BSC,5.0,,Undergraduate,03124,5.0,4.5,Summer,5,6,5.0,5.0,5.0,2014,13,4.46,MODERN BIOLOGY LAB,4.31,4.46,BSC,4.46,,Undergraduate,03124,4.69,4.62,Spring,1,18,4.54,4.46,4.54,2014,11,4.907272727272727,MODERN BIOLOGY LAB,4.907272727272727,4.907272727272727,BSC,4.907272727272727,,Undergraduate,03124,5.0,5.0,Fall,9,40,4.907272727272727,4.907272727272727,4.907272727272727,2013,4,4.75,MODERN BIOLOGY LAB,4.75,4.5,BSC,4.25,,Undergraduate,03124,5.0,4.75,Summer,5,6,5.0,5.0,5.0,2013
7,4.71,MODERN BIOLOGY LAB,4.43,4.86,BSC,4.57,7.57,Undergraduate,03124,4.57,4.57,Spring,1,17,4.57,4.71,4.57,2015,5,4.2,MODERN BIOLOGY LAB,4.2,4.0,BSC,4.2,8.0,Undergraduate,03124,4.0,3.8,Fall,9,15,4.2,4.0,4.0,2014,2,4.5,MODERN BIOLOGY LAB,5.0,4.5,BSC,5.0,,Undergraduate,03124,5.0,4.5,Summer,5,6,5.0,5.0,5.0,2014,13,4.46,MODERN BIOLOGY LAB,4.31,4.46,BSC,4.46,,Undergraduate,03124,4.69,4.62,Spring,1,18,4.54,4.46,4.54,2014,11,4.907272727272727,MODERN BIOLOGY LAB,4.907272727272727,4.907272727272727,BSC,4.907272727272727,,Undergraduate,03124,5.0,5.0,Fall,9,40,4.907272727272727,4.907272727272727,4.907272727272727,2013
2,4.5,MODERN BIOLOGY LAB,5.0,4.5,BSC,5.0,,Undergraduate,03124,5.0,4.5,Summer,5,6,5.0,5.0,5.0,2014,13,4.46,MODERN BIOLOGY LAB,4.31,4.46,BSC,4.46,,Undergraduate,03124,4.69,4.62,Spring,1,18,4.54,4.46,4.54,2014,11,4.907272727272727,MODERN BIOLOGY LAB,4.907272727272727,4.907272727272727,BSC,4.907272727272727,,Undergraduate,03124,5.0,5.0,Fall,9,40,4.907272727272727,4.907272727272727,4.907272727272727,2013,4,4.75,MODERN BIOLOGY LAB,4.75,4.5,BSC,4.25,,Undergraduate,03124,5.0,4.75,Summer,5,6,5.0,5.0,5.0,2013,12,4.42,MODERN BIOLOGY LAB,4.25,4.42,BSC,4.42,,Undergraduate,03124,4.58,4.83,Spring,1,13,4.5,4.25,4.42,2013
10,4.6,MODERN BIOLOGY LAB,4.5,4.2,BSC,4.6,6.5,Undergraduate,03124,4.5,4.5,Fall,9,20,4.6,4.6,4.6,2015,4,4.25,MODERN BIOLOGY LAB,5.0,4.75,BSC,4.5,15.0,Undergraduate,03124,5.0,5.0,Summer,5,7,4.25,4.5,4.75,2015,7,4.71,MODERN BIOLOGY LAB,4.43,4.86,BSC,4.57,7.57,Undergraduate,03124,4.57,4.57,Spring,1,17,4.57,4.71,4.57,2015,5,4.2,MODERN BIOLOGY LAB,4.2,4.0,BSC,4.2,8.0,Undergraduate,03124,4.0,3.8,Fall,9,15,4.2,4.0,4.0,2014,2,4.5,MODERN BIOLOGY LAB,5.0,4.5,BSC,5.0,,Undergraduate,03124,5.0,4.5,Summer,5,6,5.0,5.0,5.0,2014
7,4.86,MODERN BIOLOGY LAB,4.14,4.86,BSC,4.57,6.71,Undergraduate,03124,4.43,4.43,Spring,1,17,4.71,5.0,4.57,2016,10,4.6,MODERN BIOLOGY LAB,4.5,4.2,BSC,4.6,6.5,Undergraduate,03124,4.5,4.5,Fall,9,20,4.6,4.6,4.6,2015,4,4.25,MODERN BIOLOGY LAB,5.0,4.75,BSC,4.5,15.0,Undergraduate,03124,5.0,5.0,Summer,5,7,4.25,4.5,4.75,2015,7,4.71,MODERN BIOLOGY LAB,4.43,4.86,BSC,4.57,7.57,Undergraduate,03124,4.57,4.57,Spring,1,17,4.57,4.71,4.57,2015,5,4.2,MODERN BIOLOGY LAB,4.2,4.0,BSC,4.2,8.0,Undergraduate,03124,4.0,3.8,Fall,9,15,4.2,4.0,4.0,2014
4,4.25,MODERN BIOLOGY LAB,5.0,4.75,BSC,4.5,15.0,Undergraduate,03124,5.0,5.0,Summer,5,7,4.25,4.5,4.75,2015,7,4.71,MODERN BIOLOGY LAB,4.43,4.86,BSC,4.57,7.57,Undergraduate,03124,4.57,4.57,Spring,1,17,4.57,4.71,4.57,2015,5,4.2,MODERN BIOLOGY LAB,4.2,4.0,BSC,4.2,8.0,Undergraduate,03124,4.0,3.8,Fall,9,15,4.2,4.0,4.0,2014,2,4.5,MODERN BIOLOGY LAB,5.0,4.5,BSC,5.0,,Undergraduate,03124,5.0,4.5,Summer,5,6,5.0,5.0,5.0,2014,13,4.46,MODERN BIOLOGY LAB,4.31,4.46,BSC,4.46,,Undergraduate,03124,4.69,4.62,Spring,1,18,4.54,4.46,4.54,2014
16,4.81,MODERN BIOLOGY LAB,4.81,4.75,BSC,4.75,8.19,Undergraduate,03124,4.81,4.81,Fall,9,20,4.81,5.0,4.88,2016,2,4.5,MODERN BIOLOGY LAB,5.0,5.0,BSC,4.5,9.5,Undergraduate,03124,5.0,5.0,Summer,5,7,5.0,5.0,4.5,2016,7,4.86,MODERN BIOLOGY LAB,4.14,4.86,BSC,4.57,6.71,Undergraduate,03124,4.43,4.43,Spring,1,17,4.71,5.0,4.57,2016,10,4.6,MODERN BIOLOGY LAB,4.5,4.2,BSC,4.6,6.5,Undergraduate,03124,4.5,4.5,Fall,9,20,4.6,4.6,4.6,2015,4,4.25,MODERN BIOLOGY LAB,5.0,4.75,BSC,4.5,15.0,Undergraduate,03124,5.0,5.0,Summer,5,7,4.25,4.5,4.75,2015
9,4.56,MODERN BIOLOGY LAB,4.67,4.56,BSC,4.33,9.67,Undergraduate,03124,4.78,4.89,Spring,1,14,4.44,4.56,4.78,2017,16,4.81,MODERN BIOLOGY LAB,4.81,4.75,BSC,4.75,8.19,Undergraduate,03124,4.81,4.81,Fall,9,20,4.81,5.0,4.88,2016,2,4.5,MODERN BIOLOGY LAB,5.0,5.0,BSC,4.5,9.5,Undergraduate,03124,5.0,5.0,Summer,5,7,5.0,5.0,4.5,2016,7,4.86,MODERN BIOLOGY LAB,4.14,4.86,BSC,4.57,6.71,Undergraduate,03124,4.43,4.43,Spring,1,17,4.71,5.0,4.57,2016,10,4.6,MODERN BIOLOGY LAB,4.5,4.2,BSC,4.6,6.5,Undergraduate,03124,4.5,4.5,Fall,9,20,4.6,4.6,4.6,2015
2,4.5,MODERN BIOLOGY LAB,5.0,5.0,BSC,4.5,9.5,Undergraduate,03124,5.0,5.0,Summer,5,7,5.0,5.0,4.5,2016,7,4.86,MODERN BIOLOGY LAB,4.14,4.86,BSC,4.57,6.71,Undergraduate,03124,4.43,4.43,Spring,1,17,4.71,5.0,4.57,2016,10,4.6,MODERN BIOLOGY LAB,4.5,4.2,BSC,4.6,6.5,Undergraduate,03124,4.5,4.5,Fall,9,20,4.6,4.6,4.6,2015,4,4.25,MODERN BIOLOGY LAB,5.0,4.75,BSC,4.5,15.0,Undergraduate,03124,5.0,5.0,Summer,5,7,4.25,4.5,4.75,2015,7,4.71,MODERN BIOLOGY LAB,4.43,4.86,BSC,4.57,7.57,Undergraduate,03124,4.57,4.57,Spring,1,17,4.57,4.71,4.57,2015
15,4.67,MODERN BIOLOGY LAB,4.6,4.73,BSC,4.73,8.4,Undergraduate,03124,4.87,4.929999999999999,Fall,9,24,4.6,4.8,4.73,2017,5,4.8,MODERN BIOLOGY LAB,4.8,4.2,BSC,4.4,11.6,Undergraduate,03124,5.0,5.0,Summer,5,8,5.0,5.0,5.0,2017,9,4.56,MODERN BIOLOGY LAB,4.67,4.56,BSC,4.33,9.67,Undergraduate,03124,4.78,4.89,Spring,1,14,4.44,4.56,4.78,2017,16,4.81,MODERN BIOLOGY LAB,4.81,4.75,BSC,4.75,8.19,Undergraduate,03124,4.81,4.81,Fall,9,20,4.81,5.0,4.88,2016,2,4.5,MODERN BIOLOGY LAB,5.0,5.0,BSC,4.5,9.5,Undergraduate,03124,5.0,5.0,Summer,5,7,5.0,5.0,4.5,2016
5,4.8,MODERN BIOLOGY LAB,4.8,4.2,BSC,4.4,11.6,Undergraduate,03124,5.0,5.0,Summer,5,8,5.0,5.0,5.0,2017,9,4.56,MODERN BIOLOGY LAB,4.67,4.56,BSC,4.33,9.67,Undergraduate,03124,4.78,4.89,Spring,1,14,4.44,4.56,4.78,2017,16,4.81,MODERN BIOLOGY LAB,4.81,4.75,BSC,4.75,8.19,Undergraduate,03124,4.81,4.81,Fall,9,20,4.81,5.0,4.88,2016,2,4.5,MODERN BIOLOGY LAB,5.0,5.0,BSC,4.5,9.5,Undergraduate,03124,5.0,5.0,Summer,5,7,5.0,5.0,4.5,2016,7,4.86,MODERN BIOLOGY LAB,4.14,4.86,BSC,4.57,6.71,Undergraduate,03124,4.43,4.43,Spring,1,17,4.71,5.0,4.57,2016
8,4.49875,BAS SCI TO MOD MEDCN,4.62375,4.62375,BSC,4.50125,12.623750000000001,Undergraduate,03132,4.87625,4.87625,Summer,5,12,4.87625,4.74875,4.62375,2016,16,4.0,BAS SCI TO MOD MEDCN,3.69,3.88,BSC,3.31,7.25,Undergraduate,03132,4.19,4.19,Spring,1,19,3.94,4.0,3.88,2016,20,4.25,BAS SCI TO MOD MEDCN,3.8,4.0,BSC,3.55,5.0,Undergraduate,03132,4.35,4.65,Fall,9,29,4.45,4.15,4.1,2015,13,4.08,BAS SCI TO MOD MEDCN,4.0,4.23,BSC,3.54,6.0,Undergraduate,03132,4.54,4.54,Spring,1,23,4.31,4.23,4.15,2015,16,4.31,BAS SCI TO MOD MEDCN,4.06,4.0,BSC,4.0,7.13,Undergraduate,03132,4.75,4.69,Fall,9,24,4.44,4.0,4.31,2014
16,4.0,BAS SCI TO MOD MEDCN,3.69,3.88,BSC,3.31,7.25,Undergraduate,03132,4.19,4.19,Spring,1,19,3.94,4.0,3.88,2016,20,4.25,BAS SCI TO MOD MEDCN,3.8,4.0,BSC,3.55,5.0,Undergraduate,03132,4.35,4.65,Fall,9,29,4.45,4.15,4.1,2015,13,4.08,BAS SCI TO MOD MEDCN,4.0,4.23,BSC,3.54,6.0,Undergraduate,03132,4.54,4.54,Spring,1,23,4.31,4.23,4.15,2015,16,4.31,BAS SCI TO MOD MEDCN,4.06,4.0,BSC,4.0,7.13,Undergraduate,03132,4.75,4.69,Fall,9,24,4.44,4.0,4.31,2014,30,4.034,BAS SCI TO MOD MEDCN,3.8673333333333337,3.7373333333333334,BSC,3.7366666666666664,,Undergraduate,03132,4.438,4.737333333333334,Spring,1,38,4.3373333333333335,4.099333333333333,4.132000000000001,2014
23,3.8721739130434782,BAS SCI TO MOD MEDCN,3.4321739130434783,3.5634782608695654,BSC,3.0,7.554347826086956,Undergraduate,03132,4.041739130434783,3.8265217391304343,Fall,9,42,3.8713043478260865,4.002173913043479,3.6513043478260867,2016,8,4.49875,BAS SCI TO MOD MEDCN,4.62375,4.62375,BSC,4.50125,12.623750000000001,Undergraduate,03132,4.87625,4.87625,Summer,5,12,4.87625,4.74875,4.62375,2016,16,4.0,BAS SCI TO MOD MEDCN,3.69,3.88,BSC,3.31,7.25,Undergraduate,03132,4.19,4.19,Spring,1,19,3.94,4.0,3.88,2016,20,4.25,BAS SCI TO MOD MEDCN,3.8,4.0,BSC,3.55,5.0,Undergraduate,03132,4.35,4.65,Fall,9,29,4.45,4.15,4.1,2015,13,4.08,BAS SCI TO MOD MEDCN,4.0,4.23,BSC,3.54,6.0,Undergraduate,03132,4.54,4.54,Spring,1,23,4.31,4.23,4.15,2015
85,4.73,MOLECULES TO MIND,4.74,4.75,BSC,4.81,6.829999999999999,Undergraduate,03161,4.91,4.98,Spring,1,91,4.78,4.75,4.81,2017,15,4.666666666666667,MOLECULES TO MIND,4.6,4.733333333333333,BSC,4.533333333333333,11.666666666666666,Undergraduate,03161,4.866666666666666,5.0,Summer,5,15,4.533333333333333,4.733333333333333,4.733333333333333,2016,77,4.53,MOLECULES TO MIND,4.45,4.68,BSC,4.56,6.62,Undergraduate,03161,4.83,4.82,Spring,1,77,4.52,4.6,4.62,2016,3,4.67,MOLECULES TO MIND,4.33,4.67,BSC,5.0,7.0,Undergraduate,03161,5.0,5.0,Summer,5,3,4.67,5.0,4.67,2015,58,4.07,MOLECULES TO MIND,4.015,4.085,BSC,3.8950000000000005,6.98,Undergraduate,03161,4.4350000000000005,4.36,Spring,1,86,4.05,4.07,4.0,2015
54,4.4457407407407405,UNDGRAD COLLQM SOPHM,3.9266666666666663,4.572777777777778,BSC,4.145925925925926,2.0,Undergraduate,03201,4.44537037037037,4.51,Fall,9,92,4.218518518518518,4.282037037037036,4.3277777777777775,2017,55,4.585272727272727,UNDGRAD COLLQM SOPHM,4.347090909090909,4.712000000000001,BSC,4.417636363636364,2.2194545454545453,Undergraduate,03201,4.672909090909091,4.7309090909090905,Fall,9,87,4.564181818181818,4.595818181818182,4.6161818181818175,2016,65,4.4,UNDGRAD COLLQM SOPHM,4.117692307692307,4.446923076923077,BSC,4.182307692307693,2.246923076923077,Undergraduate,03201,4.4,4.599230769230769,Fall,9,106,4.274615384615385,4.302307692307692,4.336923076923076,2015,60,4.6,UNDGRAD COLLQM SOPHM,4.6,4.55,BSC,4.485,2.1,Undergraduate,03201,4.65,4.6,Fall,9,116,4.6850000000000005,4.6,4.55,2014,30,4.570000000000001,UNDGRAD COLLQM SOPHM,4.4,4.53,BSC,4.3,,Undergraduate,03201,4.53,4.67,Fall,9,55,4.53,4.429999999999999,4.5,2013
12,5.0,BIOMED ENG LAB,4.836666666666667,4.753333333333333,BSC,4.42,11.583333333333334,Undergraduate,03206,4.836666666666667,5.0,Fall,9,22,4.916666666666667,4.916666666666667,4.92,2015,10,5.0,BIOMED ENG LAB,4.803,5.0,BSC,4.6979999999999995,8.0,Undergraduate,03206,5.0,4.799,Spring,1,12,4.803,4.901,5.0,2015,12,4.583333333333333,BIOMED ENG LAB,4.825,4.416666666666667,BSC,4.5,9.5,Undergraduate,03206,4.666666666666667,4.833333333333333,Fall,9,15,4.75,4.416666666666667,4.583333333333333,2014,9,5.0,BIOMED ENG LAB,5.0,4.886666666666667,BSC,4.776666666666667,,Undergraduate,03206,5.0,5.0,Spring,1,13,5.0,4.886666666666667,5.0,2014,14,5.0,BIOMED ENG LAB,4.857857142857142,4.929285714285713,BSC,4.857142857142857,,Undergraduate,03206,4.929285714285713,5.0,Fall,9,17,4.928571428571429,4.857142857142857,4.786428571428571,2013
10,5.0,BIOMED ENG LAB,4.803,5.0,BSC,4.6979999999999995,8.0,Undergraduate,03206,5.0,4.799,Spring,1,12,4.803,4.901,5.0,2015,12,4.583333333333333,BIOMED ENG LAB,4.825,4.416666666666667,BSC,4.5,9.5,Undergraduate,03206,4.666666666666667,4.833333333333333,Fall,9,15,4.75,4.416666666666667,4.583333333333333,2014,9,5.0,BIOMED ENG LAB,5.0,4.886666666666667,BSC,4.776666666666667,,Undergraduate,03206,5.0,5.0,Spring,1,13,5.0,4.886666666666667,5.0,2014,14,5.0,BIOMED ENG LAB,4.857857142857142,4.929285714285713,BSC,4.857142857142857,,Undergraduate,03206,4.929285714285713,5.0,Fall,9,17,4.928571428571429,4.857142857142857,4.786428571428571,2013,4,5.0,BIOMED ENG LAB,4.7524999999999995,4.7524999999999995,BSC,5.0,,Undergraduate,03206,5.0,5.0,Spring,1,6,5.0,4.7524999999999995,5.0,2013
10,4.497,BIOMED ENG LAB,4.301,4.301,BSC,4.601,10.103,Undergraduate,03206,4.797,5.0,Fall,9,13,4.497,4.6979999999999995,4.803,2016,3,4.0,BIOMED ENG LAB,3.67,4.33,BSC,4.0,10.0,Undergraduate,03206,4.33,4.67,Spring,1,9,4.0,4.0,4.33,2016,12,5.0,BIOMED ENG LAB,4.836666666666667,4.753333333333333,BSC,4.42,11.583333333333334,Undergraduate,03206,4.836666666666667,5.0,Fall,9,22,4.916666666666667,4.916666666666667,4.92,2015,10,5.0,BIOMED ENG LAB,4.803,5.0,BSC,4.6979999999999995,8.0,Undergraduate,03206,5.0,4.799,Spring,1,12,4.803,4.901,5.0,2015,12,4.583333333333333,BIOMED ENG LAB,4.825,4.416666666666667,BSC,4.5,9.5,Undergraduate,03206,4.666666666666667,4.833333333333333,Fall,9,15,4.75,4.416666666666667,4.583333333333333,2014
3,4.0,BIOMED ENG LAB,3.67,4.33,BSC,4.0,10.0,Undergraduate,03206,4.33,4.67,Spring,1,9,4.0,4.0,4.33,2016,12,5.0,BIOMED ENG LAB,4.836666666666667,4.753333333333333,BSC,4.42,11.583333333333334,Undergraduate,03206,4.836666666666667,5.0,Fall,9,22,4.916666666666667,4.916666666666667,4.92,2015,10,5.0,BIOMED ENG LAB,4.803,5.0,BSC,4.6979999999999995,8.0,Undergraduate,03206,5.0,4.799,Spring,1,12,4.803,4.901,5.0,2015,12,4.583333333333333,BIOMED ENG LAB,4.825,4.416666666666667,BSC,4.5,9.5,Undergraduate,03206,4.666666666666667,4.833333333333333,Fall,9,15,4.75,4.416666666666667,4.583333333333333,2014,9,5.0,BIOMED ENG LAB,5.0,4.886666666666667,BSC,4.776666666666667,,Undergraduate,03206,5.0,5.0,Spring,1,13,5.0,4.886666666666667,5.0,2014
19,4.687894736842105,BIOMED ENG LAB,4.686842105263159,4.47578947368421,BSC,4.527894736842105,8.946842105263158,Undergraduate,03206,4.947894736842105,4.897368421052632,Fall,9,22,4.687894736842105,4.530526315789474,4.792105263157896,2017,16,4.8149999999999995,BIOMED ENG LAB,4.8149999999999995,4.8149999999999995,BSC,4.755,8.755,Undergraduate,03206,4.9399999999999995,4.9399999999999995,Spring,1,18,4.8149999999999995,4.88,4.875,2017,10,4.497,BIOMED ENG LAB,4.301,4.301,BSC,4.601,10.103,Undergraduate,03206,4.797,5.0,Fall,9,13,4.497,4.6979999999999995,4.803,2016,3,4.0,BIOMED ENG LAB,3.67,4.33,BSC,4.0,10.0,Undergraduate,03206,4.33,4.67,Spring,1,9,4.0,4.0,4.33,2016,12,5.0,BIOMED ENG LAB,4.836666666666667,4.753333333333333,BSC,4.42,11.583333333333334,Undergraduate,03206,4.836666666666667,5.0,Fall,9,22,4.916666666666667,4.916666666666667,4.92,2015
16,4.8149999999999995,BIOMED ENG LAB,4.8149999999999995,4.8149999999999995,BSC,4.755,8.755,Undergraduate,03206,4.9399999999999995,4.9399999999999995,Spring,1,18,4.8149999999999995,4.88,4.875,2017,10,4.497,BIOMED ENG LAB,4.301,4.301,BSC,4.601,10.103,Undergraduate,03206,4.797,5.0,Fall,9,13,4.497,4.6979999999999995,4.803,2016,3,4.0,BIOMED ENG LAB,3.67,4.33,BSC,4.0,10.0,Undergraduate,03206,4.33,4.67,Spring,1,9,4.0,4.0,4.33,2016,12,5.0,BIOMED ENG LAB,4.836666666666667,4.753333333333333,BSC,4.42,11.583333333333334,Undergraduate,03206,4.836666666666667,5.0,Fall,9,22,4.916666666666667,4.916666666666667,4.92,2015,10,5.0,BIOMED ENG LAB,4.803,5.0,BSC,4.6979999999999995,8.0,Undergraduate,03206,5.0,4.799,Spring,1,12,4.803,4.901,5.0,2015
8,5.0,BIOCHEMISTRY I,4.88,5.0,BSC,5.0,10.75,Undergraduate,03232,5.0,5.0,Fall,9,13,5.0,5.0,4.88,2015,53,4.73,BIOCHEMISTRY I,4.51,4.66,BSC,4.47,8.23,Undergraduate,03232,4.77,4.75,Spring,1,106,4.55,4.58,4.57,2015,12,5.0,BIOCHEMISTRY I,5.0,4.83,BSC,5.0,8.25,Undergraduate,03232,4.75,5.0,Fall,9,20,4.92,5.0,4.92,2014,66,4.77,BIOCHEMISTRY I,4.58,4.74,BSC,4.59,,Undergraduate,03232,4.73,4.86,Spring,1,126,4.68,4.73,4.73,2014,10,4.7,BIOCHEMISTRY I,4.4,4.8,BSC,4.3,,Undergraduate,03232,5.0,5.0,Fall,9,12,4.8,4.5,4.8,2013
53,4.73,BIOCHEMISTRY I,4.51,4.66,BSC,4.47,8.23,Undergraduate,03232,4.77,4.75,Spring,1,106,4.55,4.58,4.57,2015,12,5.0,BIOCHEMISTRY I,5.0,4.83,BSC,5.0,8.25,Undergraduate,03232,4.75,5.0,Fall,9,20,4.92,5.0,4.92,2014,66,4.77,BIOCHEMISTRY I,4.58,4.74,BSC,4.59,,Undergraduate,03232,4.73,4.86,Spring,1,126,4.68,4.73,4.73,2014,10,4.7,BIOCHEMISTRY I,4.4,4.8,BSC,4.3,,Undergraduate,03232,5.0,5.0,Fall,9,12,4.8,4.5,4.8,2013,49,4.9,BIOCHEMISTRY I,4.84,4.88,BSC,4.65,,Undergraduate,03232,4.92,4.92,Spring,1,107,4.82,4.84,4.9,2013
